"Timepoint","Group","Fish","Flowspeed","Avg_YPosition [px]","Distance [px]","Activity [%]","Flow-Adjusted Activity [%]","Efficiency","Swimming Against Flow [%]","Flow-Adjusted Swimming Against Flow [%]","Burst Duration [frames]","Burst Frequency [bursts/min]","Burst Amplitude [pixels]","Time in Y-Quadrant 1 [%]","Time in Y-Quadrant 2 [%]","Time in Y-Quadrant 3 [%]","Time in Y-Quadrant 4 [%]"
"6","Syt11bSingleMutants","6_C_2","20 cps",1399.61137843693,19656.0369827795,12.8645225795701,97.5504082652891,99.6595606920308,6.34894184302616,97.2004665889018,15.24,4.99916680553241,148.192092675546,7.248791868022,18.6135644059323,21.7797033827695,52.3579403432761
"6","Syt11bSingleMutants","6_C_3","0 cps",780.610007333333,22027.8298646321,14.9141809698384,14.9141809698384,27.6628241317281,4.29928345275787,NA,9.55555555555556,5.399100149975,98.7719806474284,42.9833333333333,25.2166666666667,13.4833333333333,18.3166666666667
"6","Syt11bSingleMutants","6_C_3","10 cps",937.0474835,21641.5626673254,15.7,78.4666666666667,40.5727626896085,6.1,77.8333333333333,11.0909090909091,6.6,127.387116330252,23.0166666666667,29.0333333333333,33.5666666666667,14.3833333333333
"6","Syt11bSingleMutants","6_C_3","20 cps",1187.51605632395,16945.9556375944,6.56557240459923,90.6015664055991,83.2171648613715,1.43309448425262,90.3516080653225,4.77777777777778,3.59940009998334,53.4989127521768,12.8311948008665,15.8640226628895,38.0103316113981,33.2944509248459
"6","Wildtype","6_E_1","0 cps",1219.53205883333,102921.894705124,51.8246958840193,51.8246958840193,14.4503601180617,23.962672887852,NA,21.1470588235294,13.5977337110482,702.209122189445,19.2333333333333,16.8333333333333,17.55,46.3833333333333
"6","Wildtype","6_E_1","10 cps",1246.435797,208590.082880042,39.7333333333333,69.3833333333333,7.44811150459384,12.9333333333333,62.3333333333333,4.51162790697674,34.4,243.6101195767,14.2666666666667,7.28333333333333,36.6666666666667,41.7833333333333
"6","Wildtype","6_E_1","20 cps",1381.12195217464,85383.480382683,23.7793701049825,85.1691384769205,22.3403618384892,8.96517247125479,83.3194467588735,4.23622047244094,25.3957673721046,247.349255105017,6.29895017497084,8.46525579070155,31.8446925512415,53.3911014830862
"6","Wildtype","6_E_2","0 cps",1097.99506333333,88067.8499523821,45.8923512747875,45.8923512747875,13.6893674565262,19.7300449925012,NA,14.6172839506173,16.197300449925,487.056101185944,28.4666666666667,10.7166666666667,26.3166666666667,34.5166666666667
"6","Wildtype","6_E_2","10 cps",1393.79010233333,209260.361880982,39.0333333333333,75.5166666666667,9.28341532003685,12.8,68,4.62650602409639,33.2,318.179498648349,9.08333333333333,5.11666666666667,26.5333333333333,59.2666666666667
"6","Wildtype","6_E_2","20 cps",1362.70281803033,91024.6266511135,23.8626895517414,84.7192134644226,20.4006216623694,8.21529745042493,83.2694550908182,4.44144144144144,22.1963006165639,258.608044356278,6.01566405599067,8.26528911848025,43.2094650891518,42.5095817363773
"6","Wildtype","6_E_3","0 cps",1504.61415483333,69091.7110325718,36.1773037827029,36.1773037827029,32.7660687670273,15.9640059990002,NA,16.5172413793103,11.5980669888352,526.166154187041,3.78333333333333,4.48333333333333,31.7666666666667,59.9666666666667
"6","Wildtype","6_E_3","10 cps",1026.5897925,164904.119092701,38.5333333333333,57.45,6.39090525975735,14.8833333333333,51.85,5.25294117647059,34,321.220029056451,29.45,7.9,26.8,35.85
"6","Wildtype","6_E_3","20 cps",335.72987952008,48385.8794440515,19.7967005499083,22.7962006332278,2.32949268046061,3.56607232127979,21.896350608232,4.86363636363636,8.79853357773704,265.506491338445,74.9875020829862,6.18230294950841,10.3149475087485,8.51524745875687
"6","Wildtype","6_E_4","0 cps",1376.84339616667,84654.1231072043,45.9923346108982,45.9923346108982,22.3934483990471,19.8466922179637,NA,20.5344827586207,11.5980669888352,646.72511502786,11.5166666666667,12.25,17.1166666666667,59.1166666666667
"6","Wildtype","6_E_4","10 cps",1299.05491,178851.179960737,41.0833333333333,71.05,9.4354628220265,14.9166666666667,63.1333333333333,5.11428571428571,35,312.558037108609,13.3,7.7,26.9833333333333,52.0166666666667
"6","Wildtype","6_E_4","20 cps",1189.40120229962,74548.6803476705,23.6460589901683,74.0043326112315,18.9765293420916,6.88218630228295,72.4212631228129,4.04901960784314,20.3966005665722,195.371345309331,16.2472921179803,8.01533077820363,38.8101983002833,36.9271788035327
"6","Wildtype","6_E_5","0 cps",1276.52358,73803.1905361825,38.760206632228,38.760206632228,22.0791599720494,15.9640059990002,NA,20.3829787234043,9.39843359440093,681.138792294166,11.5833333333333,16.8,29.0333333333333,42.5833333333333
"6","Wildtype","6_E_5","10 cps",1259.28522783333,170617.238729232,39.7,69.3666666666667,9.2944845248369,13.3166666666667,63.05,5.0251572327044,31.8,277.990290961959,14.6666666666667,10.45,27.8166666666667,47.0666666666667
"6","Wildtype","6_E_5","20 cps",1238.98723129478,75766.9137129343,23.1294784202633,76.3039493417764,20.260682190747,7.21546408931845,74.5042492917847,4.4639175257732,19.3967672054658,235.854798431227,19.3134477587069,7.14880853191135,18.3802699550075,55.1574737543743
