 ,Label,Area,X,Y
7616,1631.0,3307,156.417,1581.160
7617,1631.0,2450,480.832,1657.364
7618,1631.0,4811,245.179,1744.817
7619,1632.0,3902,104.690,419.563
7620,1632.0,3823,265.604,1436.106
7621,1632.0,3292,156.668,1581.786
7622,1632.0,2465,480.742,1657.342
7623,1632.0,4846,240.044,1752.832
7624,1633.0,3937,106.423,464.156
7625,1633.0,3909,280.923,1422.980
7626,1633.0,3261,156.700,1583.006
7627,1633.0,2477,480.700,1657.143
7628,1633.0,4855,232.209,1764.367
7629,1634.0,3864,107.032,516.465
7630,1634.0,3971,302.116,1406.044
7631,1634.0,3255,157.052,1584.313
7632,1634.0,2477,480.789,1656.952
7633,1634.0,5037,218.365,1781.796
7634,1635.0,3843,109.379,549.834
7635,1635.0,3930,316.191,1393.429
7636,1635.0,3239,157.065,1585.935
7637,1635.0,2445,480.900,1656.777
7638,1635.0,5002,204.919,1792.326
7639,1636.0,3847,115.685,590.227
7640,1636.0,3850,331.651,1373.746
7641,1636.0,3503,157.244,1590.733
7642,1636.0,2464,480.898,1657.190
7643,1636.0,4841,184.019,1806.379
7644,1637.0,3877,121.262,615.304
7645,1637.0,3841,342.050,1360.210
7646,1637.0,3669,158.505,1590.195
7647,1637.0,2454,480.941,1657.110
7648,1637.0,4903,170.672,1813.269
7649,1638.0,3881,128.482,643.812
7650,1638.0,3841,354.666,1344.590
7651,1638.0,3528,167.908,1582.583
7652,1638.0,2433,481.047,1656.962
7653,1638.0,5116,149.818,1822.886
7654,1639.0,3956,133.017,660.615
7655,1639.0,3843,363.075,1334.830
7656,1639.0,3636,171.613,1578.455
7657,1639.0,2430,481.070,1656.965
7658,1639.0,5162,137.014,1823.991
7659,1640.0,4009,139.125,682.405
7660,1640.0,3851,373.296,1323.733
7661,1640.0,3452,182.842,1563.108
7662,1640.0,2473,481.010,1656.042
7663,1640.0,5055,126.250,1819.328
7664,1641.0,4052,143.394,696.940
7665,1641.0,3852,380.391,1317.097
7666,1641.0,3477,186.407,1556.772
7667,1641.0,2490,480.916,1654.856
7668,1641.0,5115,121.092,1812.980
7669,1642.0,4121,148.179,714.134
7670,1642.0,3936,392.216,1306.165
7671,1642.0,3458,188.988,1549.954
7672,1642.0,2456,481.031,1655.347
7673,1642.0,5045,110.826,1795.234
7674,1643.0,4012,152.337,727.289
7675,1643.0,3800,400.730,1297.851
7676,1643.0,3445,190.948,1544.623
7677,1643.0,2416,481.165,1655.625
7678,1643.0,5154,109.241,1785.368
7679,1644.0,3929,160.891,753.762
7680,1644.0,3736,415.529,1275.859
7681,1644.0,3454,192.772,1538.503
7682,1644.0,2366,481.493,1655.265
7683,1644.0,5623,109.971,1772.388
7684,1645.0,3772,169.617,781.614
7685,1645.0,3761,424.512,1259.523
7686,1645.0,3464,193.805,1534.094
7687,1645.0,2410,481.473,1654.528
7688,1645.0,5719,113.848,1762.541
7689,1646.0,3728,174.187,819.422
7690,1646.0,3688,435.629,1238.742
7691,1646.0,3476,194.029,1530.177
7692,1646.0,2452,481.474,1655.790
7693,1646.0,5431,126.674,1741.084
7694,1647.0,3757,178.510,844.788
7695,1647.0,3848,443.208,1221.763
7696,1647.0,3440,194.153,1527.460
7697,1647.0,2474,481.461,1657.005
7698,1647.0,5565,135.633,1727.922
7699,1648.0,3784,183.768,873.998
7700,1648.0,3839,450.709,1198.002
7701,1648.0,3477,195.168,1523.707
7702,1648.0,2532,481.219,1658.106
7703,1648.0,5573,146.271,1718.005
7704,1649.0,3785,186.636,892.689
7705,1649.0,3644,454.506,1182.933
7706,1649.0,3496,195.767,1521.177
7707,1649.0,2493,481.265,1657.526
7708,1649.0,5465,155.751,1709.517
7709,1650.0,3793,189.401,913.307
7710,1650.0,3449,456.292,1167.176
7711,1650.0,3498,196.277,1518.713
7712,1650.0,2519,481.282,1656.586
7713,1650.0,5261,174.546,1691.552
7714,1651.0,3887,190.883,926.538
7715,1651.0,4035,451.656,1149.883
7716,1651.0,3497,196.351,1517.441
7717,1651.0,2520,481.365,1656.198
7718,1651.0,5302,183.783,1684.320
7719,1652.0,4000,192.453,941.707
7720,1652.0,3404,448.219,1131.869
7721,1652.0,3459,196.248,1516.013
7722,1652.0,2495,481.441,1656.859
7723,1652.0,5226,194.988,1677.196
7724,1653.0,4013,193.765,955.434
7725,1653.0,4543,459.114,1125.040
7726,1653.0,3520,194.251,1516.787
7727,1653.0,2406,481.691,1656.724
7728,1653.0,5147,205.051,1671.393
7729,1654.0,4002,198.652,987.332
7730,1654.0,3609,473.674,1140.626
7731,1654.0,3524,193.712,1516.050
7732,1654.0,2254,482.224,1657.546
7733,1654.0,5234,214.787,1666.764
7734,1655.0,3849,198.670,1012.268
7735,1655.0,3112,469.827,1151.990
7736,1655.0,3556,193.081,1515.983
7737,1655.0,2189,482.489,1658.315
7738,1655.0,5343,223.643,1661.687
7739,1656.0,3850,198.531,1045.670
7740,1656.0,5071,451.621,1185.433
7741,1656.0,3590,193.721,1515.006
7742,1656.0,2205,482.544,1657.443
7743,1656.0,5632,233.100,1656.237
7744,1657.0,3852,200.422,1069.135
7745,1657.0,4702,433.656,1217.259
7746,1657.0,3601,193.968,1514.579
7747,1657.0,5709,239.121,1652.770
7748,1657.0,2251,482.388,1656.806
7749,1658.0,3839,203.887,1097.203
7750,1658.0,4511,404.353,1261.249
7751,1658.0,3563,194.282,1514.405
7752,1658.0,5491,257.559,1643.549
7753,1658.0,2277,481.980,1658.571
7754,1659.0,3836,205.270,1114.701
7755,1659.0,4149,377.902,1291.747
7756,1659.0,3542,193.527,1515.137
7757,1659.0,5433,279.809,1626.439
7758,1659.0,2338,481.810,1660.015
7759,1660.0,3897,207.000,1133.760
7760,1660.0,4115,351.489,1320.017
7761,1660.0,3564,192.223,1516.395
7762,1660.0,5096,311.410,1598.568
7763,1660.0,2308,482.137,1661.595
7764,1661.0,3913,207.976,1146.864
7765,1661.0,4034,324.366,1348.308
7766,1661.0,3547,193.041,1516.824
7767,1661.0,4857,334.003,1570.711
7768,1661.0,2428,483.160,1672.181
7769,1662.0,4024,209.142,1161.468
7770,1662.0,3920,298.236,1383.422
7771,1662.0,4875,356.113,1538.346
7772,1662.0,3496,193.769,1517.771
7773,1662.0,2812,483.825,1690.205
7774,1663.0,4024,210.135,1172.337
7775,1663.0,4035,282.069,1407.860
7776,1663.0,4832,369.576,1517.206
7777,1663.0,3502,194.211,1518.583
7778,1663.0,3173,483.346,1702.011
7779,1664.0,4058,212.946,1192.765
7780,1664.0,7184,230.448,1474.693
7781,1664.0,4772,386.422,1488.609
7782,1664.0,3308,481.576,1697.995
7783,1665.0,4029,216.830,1212.297
7784,1665.0,6608,223.942,1483.819
7785,1665.0,4766,396.605,1469.194
7786,1665.0,3435,480.813,1693.510
7787,1666.0,3888,217.986,1240.778
7788,1666.0,4849,407.696,1447.710
7789,1666.0,6115,217.941,1495.724
7790,1666.0,3425,480.974,1686.355
7791,1667.0,3836,215.406,1259.753
7792,1667.0,4896,415.724,1432.320
7793,1667.0,6341,213.521,1506.199
7794,1667.0,3322,481.501,1682.840
7795,1668.0,3889,212.118,1283.013
7796,1668.0,4944,425.901,1413.696
7797,1668.0,6945,207.442,1521.497
7798,1668.0,3284,482.004,1679.313
7799,1669.0,3953,209.785,1297.356
7800,1669.0,4989,432.802,1401.330
7801,1669.0,7110,207.760,1537.654
7802,1669.0,3338,481.913,1679.383
7803,1670.0,4014,208.570,1311.984
7804,1670.0,5077,441.556,1386.246
7805,1670.0,7197,215.967,1558.407
7806,1670.0,3465,481.399,1681.746
7807,1671.0,3990,209.608,1319.868
7808,1671.0,5168,447.722,1376.000
7809,1671.0,7382,219.396,1570.805
7810,1671.0,3427,481.441,1679.935
7811,1672.0,3954,206.061,1337.520
7812,1672.0,5063,452.689,1344.312
7813,1672.0,7578,224.978,1583.334
7814,1672.0,3364,481.614,1679.157
7815,1673.0,5063,442.897,1297.889
7816,1673.0,4040,202.007,1357.575
7817,1673.0,7486,230.387,1593.388
7818,1673.0,3268,481.963,1679.333
7819,1674.0,4916,431.911,1228.826
7820,1674.0,3836,200.582,1387.638
7821,1674.0,7588,236.282,1603.742
7822,1674.0,3160,482.410,1680.303
7823,1675.0,5000,425.563,1186.197
7824,1675.0,3883,201.715,1407.544
7825,1675.0,3373,209.826,1527.674
7826,1675.0,3976,270.905,1685.595
7827,1675.0,3086,482.767,1680.773
7828,1676.0,5044,417.610,1136.396
7829,1676.0,4037,203.678,1431.548
7830,1676.0,3386,210.582,1528.339
7831,1676.0,3042,483.032,1682.681
7832,1676.0,4024,280.996,1703.520
7833,1677.0,5007,412.402,1102.119
7834,1677.0,7277,208.283,1485.972
7835,1677.0,2979,483.082,1685.338
7836,1677.0,4066,286.734,1714.155
7837,1678.0,4932,404.975,1056.376
7838,1678.0,6916,214.893,1498.323
7839,1678.0,2936,483.226,1684.785
7840,1678.0,4092,294.065,1727.285
7841,1679.0,5026,393.945,1015.060
7842,1679.0,6898,225.531,1508.633
7843,1679.0,2931,483.228,1683.349
7844,1679.0,4117,298.904,1736.108
7845,1680.0,4823,370.514,942.933
7846,1680.0,6907,240.499,1522.744
7847,1680.0,2896,483.427,1684.492
7848,1680.0,4285,303.168,1745.114
7849,1681.0,4796,355.223,894.771
7850,1681.0,7114,251.741,1531.680
7851,1681.0,2837,483.826,1685.965
7852,1681.0,4215,309.981,1757.434
7853,1682.0,4756,337.363,838.176
7854,1682.0,7175,269.282,1541.405
7855,1682.0,1951,483.531,1654.167
7856,1682.0,4328,315.304,1770.134
7857,1683.0,4753,327.176,800.291
7858,1683.0,7236,280.488,1546.057
7859,1683.0,1884,483.710,1655.283
7860,1683.0,4215,319.624,1780.276
7861,1684.0,4736,315.639,754.774
7862,1684.0,7484,292.507,1550.629
7863,1684.0,1802,483.964,1657.137
7864,1684.0,4183,325.680,1793.407
7865,1685.0,4724,308.127,723.828
7866,1685.0,7711,301.279,1552.798
7867,1685.0,2570,484.486,1692.410
7868,1685.0,4092,329.798,1806.210
7869,1686.0,4725,299.477,686.564
7870,1686.0,7675,314.163,1551.373
7871,1686.0,2644,484.334,1693.824
7872,1686.0,4267,332.910,1833.878
7873,1687.0,4681,293.375,660.888
7874,1687.0,3376,309.503,1452.344
7875,1687.0,4202,336.908,1623.510
7876,1687.0,2654,484.331,1695.192
7877,1687.0,4326,323.884,1853.077
7878,1688.0,4540,286.149,617.359
7879,1688.0,3393,325.691,1426.088
7880,1688.0,4146,351.945,1632.766
7881,1688.0,2606,484.457,1695.023
7882,1688.0,4408,309.695,1875.093
7883,1689.0,4637,285.971,581.324
7884,1689.0,3323,337.832,1399.206
7885,1689.0,4215,363.749,1637.618
7886,1689.0,2631,484.474,1694.826
7887,1689.0,4547,290.370,1889.994
7888,1690.0,4592,294.400,531.268
7889,1690.0,3370,354.997,1364.250
7890,1690.0,4184,378.280,1645.543
7891,1690.0,2600,484.549,1694.565
7892,1690.0,4875,255.261,1892.502
7893,1691.0,4560,301.677,499.615
7894,1691.0,3354,366.337,1334.757
7895,1691.0,4127,387.765,1651.807
7896,1691.0,2651,484.540,1695.752
7897,1691.0,4899,233.043,1889.829
7898,1692.0,4564,312.032,463.049
7899,1692.0,3359,379.061,1298.888
7900,1692.0,4120,398.562,1659.509
7901,1692.0,2692,484.438,1696.957
7902,1692.0,5083,200.409,1878.014
7903,1693.0,4582,319.866,438.892
7904,1693.0,3405,387.980,1267.318
7905,1693.0,6911,436.950,1677.735
7906,1693.0,4523,177.247,1845.488
7907,1694.0,4575,330.179,409.778
7908,1694.0,3412,397.161,1216.269
7909,1694.0,6962,441.159,1681.004
7910,1694.0,4463,160.472,1814.029
7911,1695.0,4610,337.743,390.439
7912,1695.0,3391,395.602,1171.120
7913,1695.0,6947,443.322,1682.964
7914,1695.0,4456,151.558,1781.366
7915,1696.0,4620,347.570,366.937
7916,1696.0,3409,391.224,1121.042
7917,1696.0,6807,446.241,1684.672
7918,1696.0,4203,147.713,1739.508
7919,1697.0,4630,354.708,351.343
7920,1697.0,3404,383.908,1087.900
7921,1697.0,6935,448.544,1684.965
7922,1697.0,4208,146.068,1713.923
7923,1698.0,4649,363.724,332.160
7924,1698.0,3444,374.222,1050.644
7925,1698.0,4151,147.669,1682.682
7926,1698.0,7076,453.278,1687.519
7927,1699.0,4633,370.582,318.878
7928,1699.0,3426,367.304,1026.150
7929,1699.0,4146,149.510,1661.363
7930,1699.0,7092,456.545,1690.893
7931,1700.0,4584,379.375,298.985
7932,1700.0,3419,358.439,997.512
7933,1700.0,3978,152.852,1633.489
7934,1700.0,6897,459.549,1695.185
7935,1701.0,4668,380.623,276.522
7936,1701.0,3381,352.236,979.047
7937,1701.0,3974,154.759,1621.170
7938,1701.0,6803,461.395,1698.264
7939,1702.0,4709,363.411,245.136
7940,1702.0,3392,344.901,956.932
7941,1702.0,3936,165.020,1588.786
7942,1702.0,6665,463.485,1701.156
7943,1703.0,4723,345.501,226.140
7944,1703.0,3377,339.950,942.410
7945,1703.0,3919,178.886,1556.111
7946,1703.0,6638,464.824,1702.797
7947,1704.0,4697,323.509,206.601
7948,1704.0,3349,334.045,924.553
7949,1704.0,3898,198.810,1509.756
7950,1704.0,6656,466.084,1704.209
7951,1705.0,4662,308.465,194.465
7952,1705.0,3331,330.100,912.429
7953,1705.0,3896,212.212,1480.937
7954,1705.0,6547,466.889,1705.571
7955,1706.0,4664,290.179,180.654
7956,1706.0,3325,325.275,898.498
7957,1706.0,3776,229.906,1441.675
7958,1706.0,6565,468.074,1707.002
7959,1707.0,4683,277.538,171.223
7960,1707.0,3326,321.286,883.983
7961,1707.0,3794,239.922,1419.145
7962,1707.0,6203,472.455,1715.961
7963,1708.0,4714,261.881,160.171
7964,1708.0,3304,313.560,848.189
7965,1708.0,3902,249.386,1396.773
7966,1708.0,5966,475.849,1728.984
7967,1709.0,4775,251.157,152.346
7968,1709.0,3288,311.126,817.332
7969,1709.0,3885,256.887,1379.519
7970,1709.0,6048,476.963,1737.120
7971,1710.0,4770,237.415,143.097
7972,1710.0,3271,306.207,775.926
7973,1710.0,3865,266.875,1357.074
7974,1710.0,5992,477.784,1741.973
7975,1711.0,4678,224.470,135.336
7976,1711.0,3229,304.656,745.548
7977,1711.0,3801,273.889,1337.342
7978,1711.0,6031,478.313,1745.267
7979,1712.0,4818,204.765,132.844
7980,1712.0,3216,303.613,699.099
7981,1712.0,3775,286.700,1289.613
7982,1712.0,5764,478.442,1750.237
7983,1713.0,4824,190.904,137.290
7984,1713.0,3231,302.599,662.733
7985,1713.0,3749,300.096,1246.114
7986,1713.0,6318,477.430,1758.800
7987,1714.0,4831,173.356,147.151
7988,1714.0,3242,301.982,619.420
7989,1714.0,3807,314.303,1180.795
7990,1714.0,7073,476.155,1766.464
7991,1715.0,4852,160.531,156.166
7992,1715.0,3231,301.422,591.125
7993,1715.0,3772,324.190,1125.638
7994,1715.0,7469,474.806,1772.280
7995,1716.0,4838,146.157,167.030
7996,1716.0,3242,300.389,558.625
7997,1716.0,3779,332.808,1055.119
7998,1716.0,8357,473.359,1781.386
7999,1717.0,4823,137.285,173.886
8000,1717.0,3237,299.869,536.959
8001,1717.0,3812,336.514,1009.948
8002,1717.0,7905,473.154,1791.783
8003,1718.0,4644,126.026,186.067
8004,1718.0,3229,299.305,511.269
8005,1718.0,3775,341.527,956.159
8006,1718.0,6553,470.182,1798.081
8007,1719.0,4935,121.294,195.771
8008,1719.0,3211,298.840,494.245
8009,1719.0,3809,345.958,920.393
8010,1719.0,6629,465.333,1804.585
8011,1720.0,4873,115.602,216.917
8012,1720.0,3212,298.167,473.780
8013,1720.0,3786,352.221,878.282
8014,1720.0,7048,459.141,1813.372
8015,1721.0,4695,112.959,235.442
8016,1721.0,3211,297.460,459.353
8017,1721.0,3822,357.041,850.520
8018,1721.0,7382,454.103,1818.773
8019,1722.0,4761,112.220,252.242
8020,1722.0,3189,299.821,438.218
8021,1722.0,3798,364.070,812.136
8022,1722.0,2784,484.142,1711.499
8023,1722.0,4203,416.229,1895.320
8024,1723.0,4738,111.806,267.535
8025,1723.0,3263,307.627,413.924
8026,1723.0,3813,369.686,772.921
8027,1723.0,2806,484.015,1711.463
8028,1723.0,4179,404.602,1900.945
8029,1724.0,4645,111.752,285.940
8030,1724.0,3248,321.531,376.149
8031,1724.0,3827,381.607,708.826
8032,1724.0,2841,483.720,1711.762
8033,1724.0,4040,388.389,1908.664
8034,1725.0,4664,111.645,295.747
8035,1725.0,3293,329.854,352.635
8036,1725.0,3798,384.947,665.272
8037,1725.0,2823,483.516,1711.223
8038,1725.0,4574,382.146,1909.955
8039,1726.0,4641,111.892,307.626
8040,1726.0,3317,340.746,324.692
8041,1726.0,3812,387.845,614.550
8042,1726.0,2861,483.634,1712.054
8043,1726.0,4554,364.567,1915.024
8044,1727.0,4638,111.928,315.854
8045,1727.0,3313,348.350,306.170
8046,1727.0,3843,389.759,582.476
8047,1727.0,2877,483.690,1712.849
8048,1727.0,4534,351.148,1913.777
8049,1728.0,4607,112.308,326.130
8050,1728.0,3302,357.194,284.747
8051,1728.0,3843,392.160,541.774
8052,1728.0,2851,483.960,1710.011
8053,1728.0,4424,333.344,1910.559
8054,1729.0,4678,112.067,330.888
8055,1729.0,3303,363.327,270.391
8056,1729.0,3837,393.778,513.761
8057,1729.0,2824,484.043,1710.565
8058,1729.0,4418,322.814,1908.543
8059,1730.0,3295,371.128,253.142
8060,1730.0,4655,112.651,341.145
8061,1730.0,3833,395.663,480.113
8062,1730.0,2782,484.323,1711.337
8063,1730.0,4375,308.379,1905.019
8064,1731.0,3322,376.153,241.759
8065,1731.0,4705,112.350,345.299
8066,1731.0,3843,396.610,457.576
8067,1731.0,2784,484.353,1711.961
8068,1731.0,4332,298.074,1902.323
8069,1732.0,3305,382.967,227.263
8070,1732.0,4720,112.540,352.401
8071,1732.0,3847,397.956,430.319
8072,1732.0,2810,484.296,1712.501
8073,1732.0,4401,290.128,1900.695
8074,1733.0,3283,388.045,217.056
8075,1733.0,4744,112.800,357.424
8076,1733.0,3841,399.201,412.333
8077,1733.0,2743,484.291,1711.731
8078,1733.0,4395,280.573,1898.250
8079,1734.0,3319,394.818,205.289
8080,1734.0,4679,112.646,365.326
8081,1734.0,3854,400.661,390.355
8082,1734.0,2776,484.167,1711.898
8083,1734.0,4445,272.165,1896.628
8084,1735.0,3344,401.409,194.443
8085,1735.0,4659,113.280,374.005
8086,1735.0,3836,401.648,376.256
8087,1735.0,2798,484.108,1712.338
8088,1735.0,4518,266.086,1894.942
8089,1736.0,3413,414.719,187.115
8090,1736.0,4816,114.075,388.733
8091,1736.0,3794,403.713,355.725
8092,1736.0,2803,483.973,1711.060
8093,1736.0,4560,259.564,1892.805
8094,1737.0,3414,424.917,186.522
8095,1737.0,3772,405.036,341.678
8096,1737.0,4843,114.990,407.439
8097,1737.0,2784,483.972,1711.445
8098,1737.0,4655,251.237,1891.081
8099,1738.0,3136,432.494,186.286
8100,1738.0,3794,407.447,324.468
8101,1738.0,4810,117.936,433.829
8102,1738.0,2713,484.070,1711.852
8103,1738.0,4619,239.416,1888.662
8104,1739.0,3022,436.205,187.558
8105,1739.0,3825,409.653,313.119
8106,1739.0,4713,121.354,466.929
8107,1739.0,2676,483.964,1710.833
8108,1739.0,4600,230.958,1886.546
8109,1740.0,3424,446.667,195.542
8110,1740.0,3839,412.698,299.539
8111,1740.0,4783,130.385,510.843
8112,1740.0,2676,483.671,1708.396
8113,1740.0,4536,220.693,1883.478
8114,1741.0,3109,450.906,200.294
8115,1741.0,3868,414.314,290.464
8116,1741.0,4645,137.495,548.836
8117,1741.0,2714,483.782,1710.386
8118,1741.0,4497,211.137,1880.683
8119,1742.0,2682,463.109,217.723
8120,1742.0,3855,417.123,275.663
8121,1742.0,4646,148.451,600.896
8122,1742.0,2752,483.781,1712.778
8123,1742.0,4540,199.200,1877.795
8124,1743.0,3292,474.382,237.909
8125,1743.0,3923,420.101,267.345
8126,1743.0,4592,155.312,642.550
8127,1743.0,2705,483.959,1712.661
8128,1743.0,4603,191.740,1876.369
8129,1744.0,3865,424.709,255.579
8130,1744.0,3062,477.389,262.242
8131,1744.0,4524,164.536,690.837
8132,1744.0,2712,483.997,1712.140
8133,1744.0,4578,181.611,1874.651
8134,1745.0,3905,427.963,249.078
8135,1745.0,2985,478.302,277.371
8136,1745.0,4533,169.921,722.689
8137,1745.0,2713,484.127,1709.806
8138,1745.0,4587,175.341,1873.644
8139,1746.0,3947,432.788,239.739
8140,1746.0,2819,480.542,299.471
8141,1746.0,4572,176.370,760.991
8142,1746.0,2803,484.057,1710.830
8143,1746.0,4767,170.140,1872.499
8144,1747.0,3884,436.347,231.891
8145,1747.0,2909,481.144,326.530
8146,1747.0,4534,180.630,786.851
8147,1747.0,2750,484.013,1710.632
8148,1747.0,4874,166.304,1871.800
8149,1748.0,3891,440.937,223.617
8150,1748.0,2976,471.837,377.914
8151,1748.0,4512,185.175,818.463
8152,1748.0,2721,483.998,1711.387
8153,1748.0,4828,157.700,1870.422
8154,1749.0,3886,445.200,218.355
8155,1749.0,3689,467.308,396.536
8156,1749.0,4511,187.727,839.796
8157,1749.0,2717,483.999,1712.941
8158,1749.0,4808,151.682,1868.903
8159,1750.0,3922,450.616,211.062
8160,1750.0,3426,449.050,445.269
8161,1750.0,4528,190.297,865.848
8162,1750.0,2717,484.319,1713.264
8163,1750.0,4792,144.500,1867.225
8164,1751.0,3894,453.673,204.893
8165,1751.0,3561,435.904,475.648
8166,1751.0,4507,191.695,884.555
8167,1751.0,2706,484.175,1711.906
8168,1751.0,4865,141.020,1867.214
8169,1752.0,3877,457.269,196.023
8170,1752.0,3443,416.218,516.792
8171,1752.0,4518,193.061,907.734
8172,1752.0,2793,484.206,1711.516
8173,1752.0,4933,136.155,1867.137
8174,1753.0,3857,459.701,189.991
8175,1753.0,3571,404.823,542.203
8176,1753.0,4536,194.048,923.351
8177,1753.0,2807,484.230,1711.799
8178,1753.0,5089,133.698,1867.112
8179,1754.0,3893,462.764,182.507
8180,1754.0,3460,389.470,575.314
8181,1754.0,4535,194.838,943.212
8182,1754.0,2843,484.147,1712.852
8183,1754.0,5111,127.404,1867.178
8184,1755.0,3953,464.961,177.710
8185,1755.0,3372,379.308,596.107
8186,1755.0,4535,195.298,956.997
8187,1755.0,2788,484.078,1711.942
8188,1755.0,4941,124.732,1866.671
8189,1756.0,4037,467.406,172.673
8190,1756.0,3402,362.370,635.223
8191,1756.0,4521,195.840,974.130
8192,1756.0,2715,484.206,1712.623
8193,1756.0,4937,116.142,1868.081
8194,1757.0,3991,469.426,165.587
8195,1757.0,3364,350.357,674.240
8196,1757.0,4565,195.877,985.856
8197,1757.0,2800,484.147,1715.815
8198,1757.0,4997,108.650,1866.769
8199,1758.0,3431,468.081,156.731
8200,1758.0,3395,340.439,724.709
8201,1758.0,4542,195.629,1000.421
8202,1758.0,2756,484.204,1712.599
8203,1758.0,4787,102.499,1860.600
8204,1759.0,3555,465.618,146.766
8205,1759.0,3385,335.963,757.960
8206,1759.0,4581,195.404,1011.017
8207,1759.0,2813,484.100,1712.184
8208,1759.0,4712,100.113,1855.342
8209,1760.0,3686,463.749,130.580
8210,1760.0,3393,333.410,795.814
8211,1760.0,4589,194.845,1023.753
8212,1760.0,2792,484.250,1711.696
8213,1760.0,4692,98.683,1849.431
8214,1761.0,3846,462.413,122.209
8215,1761.0,3394,332.628,820.331
8216,1761.0,4589,194.244,1032.966
8217,1761.0,2783,484.321,1712.607
8218,1761.0,4723,97.018,1843.607
8219,1762.0,4048,462.192,99.461
8220,1762.0,3448,333.767,848.730
8221,1762.0,4638,192.538,1043.136
8222,1762.0,2772,484.291,1713.234
8223,1762.0,4617,94.920,1834.295
8224,1763.0,3980,457.486,79.578
8225,1763.0,3416,336.993,870.598
8226,1763.0,4535,192.065,1057.279
8227,1763.0,2723,484.239,1712.337
8228,1763.0,4575,94.609,1830.436
8229,1764.0,3328,421.279,56.245
8230,1764.0,3415,343.788,904.087
8231,1764.0,4494,191.395,1084.270
8232,1764.0,2731,484.250,1713.447
8233,1764.0,4527,94.799,1826.954
8234,1765.0,3736,399.655,57.274
8235,1765.0,3468,347.963,927.475
8236,1765.0,4494,192.867,1115.592
8237,1765.0,2839,484.214,1716.044
8238,1765.0,4467,94.846,1824.964
8239,1766.0,3851,368.750,61.141
8240,1766.0,3450,354.144,957.990
8241,1766.0,4597,192.995,1157.063
8242,1766.0,2796,484.206,1714.912
8243,1766.0,4502,94.970,1823.134
8244,1767.0,3923,348.837,64.421
8245,1767.0,3451,358.839,978.480
8246,1767.0,4560,194.482,1187.795
8247,1767.0,2794,484.198,1712.540
8248,1767.0,4572,94.924,1822.149
8249,1768.0,3900,322.021,69.188
8250,1768.0,3460,364.313,1001.774
8251,1768.0,4600,195.944,1221.671
8252,1768.0,2813,484.184,1712.390
8253,1768.0,4604,94.817,1817.938
8254,1769.0,3840,302.988,72.141
8255,1769.0,3490,367.956,1017.355
8256,1769.0,4550,196.589,1243.741
8257,1769.0,2852,484.203,1712.663
8258,1769.0,4606,94.747,1813.048
8259,1770.0,3879,281.848,75.324
8260,1770.0,3492,372.433,1036.247
8261,1770.0,4597,196.532,1273.807
8262,1770.0,2808,484.059,1711.931
8263,1770.0,4537,95.180,1807.813
8264,1771.0,3900,267.547,77.650
8265,1771.0,3482,375.741,1048.991
8266,1771.0,4673,196.643,1300.594
8267,1771.0,2826,484.016,1713.278
8268,1771.0,4572,95.338,1806.005
8269,1772.0,4017,252.548,79.832
8270,1772.0,3472,378.894,1064.608
8271,1772.0,4670,194.374,1331.577
8272,1772.0,2817,484.137,1714.544
8273,1772.0,4688,95.528,1801.954
8274,1773.0,4039,240.594,81.813
8275,1773.0,3505,382.093,1084.139
8276,1773.0,4624,192.964,1355.104
8277,1773.0,2852,484.060,1715.767
8278,1773.0,4727,95.490,1799.569
8279,1774.0,4119,226.470,84.479
8280,1774.0,3571,383.643,1130.651
8281,1774.0,4633,191.427,1383.518
8282,1774.0,2804,484.082,1714.326
8283,1774.0,4858,95.440,1796.739
8284,1775.0,3954,212.813,89.621
8285,1775.0,3756,385.093,1161.965
8286,1775.0,4680,190.280,1402.436
8287,1775.0,2793,484.206,1713.021
8288,1775.0,4674,95.095,1790.266
8289,1776.0,3841,192.565,106.522
8290,1776.0,3776,384.016,1200.342
8291,1776.0,4689,188.245,1424.314
8292,1776.0,2809,484.217,1713.616
8293,1776.0,4521,96.121,1780.020
8294,1777.0,3865,183.083,123.302
8295,1777.0,3772,383.260,1226.397
8296,1777.0,4664,186.560,1439.532
8297,1777.0,2865,484.109,1714.081
8298,1777.0,4491,96.665,1773.243
8299,1778.0,3688,171.177,151.555
8300,1778.0,3709,382.322,1256.721
8301,1778.0,4655,184.150,1457.371
8302,1778.0,2807,484.150,1713.217
8303,1778.0,4558,97.336,1765.785
8304,1779.0,3684,166.454,167.142
8305,1779.0,3744,381.783,1275.657
8306,1779.0,4685,182.377,1469.672
8307,1779.0,2833,484.014,1713.315
8308,1779.0,4642,97.431,1760.826
8309,1780.0,3672,161.791,185.075
8310,1780.0,3652,381.165,1300.885
8311,1780.0,4731,179.886,1484.294
8312,1780.0,2784,484.128,1713.117
8313,1780.0,4715,97.189,1754.126
8314,1781.0,3697,159.132,196.689
8315,1781.0,3715,382.788,1321.667
8316,1781.0,4779,178.023,1494.475
8317,1781.0,2868,484.070,1714.420
8318,1781.0,4731,96.875,1749.193
8319,1782.0,3732,156.445,205.552
8320,1782.0,3669,388.079,1364.310
8321,1782.0,4797,175.537,1506.919
8322,1782.0,2804,484.190,1713.349
8323,1782.0,4578,97.133,1740.445
8324,1783.0,3703,154.450,218.328
8325,1783.0,3805,391.412,1393.647
8326,1783.0,4896,173.665,1515.905
